logid,date,staffnumber,projectid,hours
3688316,2021-03-24,5722,18201,7.5
3688317,2021-03-25,5722,18201,7.5
3688318,2021-03-26,5722,18201,6
3688337,2021-03-25,5727,18201,7.5
3688460,2021-04-30,5727,18201,7.5
3688461,2021-05-03,5727,18201,7.5
3688462,2021-05-04,5727,18201,7.5
3688463,2021-04-05,5727,18201,7.5
3688566,2021-03-26,5727,18201,7.5
3688567,2021-03-26,5722,26994,1.5
3688569,2021-03-26,3636,26967,2
3688988,2021-03-29,5727,18201,7.5
3688989,2021-03-29,5722,18201,7.5
3688990,2021-03-30,5722,18201,7.5
3688992,2021-04-01,5722,18201,7.5
3688993,2021-03-30,5727,18201,7.5
3688996,2021-03-29,5689,15362,7.5
3688997,2021-03-30,5689,15362,7.5
3689180,2021-03-15,5722,27024,1
3689181,2021-03-19,5689,15362,7.5
3690846,2021-04-01,3631,21537,7.5
3690852,2021-04-05,5722,18201,7.5
3672580,2020-12-29,3636,25780,0.5
3672581,2020-12-29,3636,25809,0.25
3672584,2020-12-29,3636,15452,0.5
3672594,2020-12-29,3636,15452,2
3672805,2021-01-04,5727,18201,7.5
3672866,2020-12-31,3636,15452,3
3672867,2020-12-31,3636,15357,1
3672868,2020-12-31,3636,15452,0.5
3672869,2020-12-31,3636,19348,3
3672870,2020-12-30,3636,19348,1
3672871,2020-12-30,3636,15452,2
3672872,2020-12-30,3636,18285,1
3672873,2020-12-30,3636,15452,1.5
3672874,2020-12-30,3636,19348,1
3672885,2021-01-04,3636,25809,0.25
3672886,2021-01-04,3636,19348,3
3672887,2021-01-04,3636,15357,0.5
3672982,2020-12-30,5727,18201,7.5
3672983,2020-12-31,5727,18201,7.5
3673092,2021-01-05,5727,18201,7.5
3673245,2020-12-29,3636,26921,1
3673246,2020-12-30,3636,26921,1
3673247,2020-12-23,3636,26921,1
